ns,title,category
0,Beatmania IIDX 10th Style,2005 video games
0,Beatmania IIDX 12: Happy Sky,2005 video games
0,Ben Jordan: Paranormal Investigator,2005 video games
0,Best Student Council,2005 video games
0,Bet On Soldier: Blood Sport,2005 video games
0,The Bible Game,2005 video games
0,Big Brain Academy,2005 video games
0,Big Mutha Truckers 2: Truck Me Harder,2005 video games
0,Biniax,2005 video games
0,Black & White 2,2005 video games
0,Bliss (video game),2005 video games
0,Blitz: The League,2005 video games
0,Blitzkrieg 2,2005 video games
0,Blokus Portable: Steambot Championship,2005 video games
0,Bludgeoning Angel Dokuro-Chan,2005 video games
0,Blufr,2005 video games
0,Boiling Point: Road to Hell,2005 video games
0,Bomberman (Nintendo DS),2005 video games
0,Bone: Out from Boneville,2005 video games
0,Bonez Adventures: Tomb of Fulaos,2005 video games
0,Bonnie's Bookstore,2005 video games
0,Boppin',2005 video games
0,Brain Age: Train Your Brain in Minutes a Day!,2005 video games
0,Brain Age 2: More Training in Minutes a Day!,2005 video games
0,Brain Boost,2005 video games
0,Bratz: Rock Angelz (video game),2005 video games
0,Brave Shot,2005 video games
0,Brave: The Search for Spirit Dancer,2005 video games
0,Break 'Em All,2005 video games
0,Brian Lara International Cricket 2005,2005 video games
0,Brigade E5: New Jagged Union,2005 video games
0,Brine Lacrosse,2005 video games
0,Brothers in Arms: Earned in Blood,2005 video games
0,Brothers in Arms: Road to Hill 30,2005 video games
0,Bubble Bobble Revolution,2005 video games
0,Burnout Legends,2005 video games
0,Burnout Revenge,2005 video games
0,Bust-a-Move DS,2005 video games
0,Buzz!: The Music Quiz,2005 video games
0,Cabal Online,2005 video games
0,Cabela's Big Game Hunter 2006 Trophy Season,2005 video games
0,Cabela's Dangerous Hunts 2,2005 video games
0,Cabela's Outdoor Adventures (2005 video game),2005 video games
0,Cal Ripken's Real Baseball,2005 video games
0,Call of Cthulhu: Dark Corners of the Earth,2005 video games
0,Call of Duty 2,2005 video games
0,Call of Duty 2: Big Red One,2005 video games
0,Capcom Classics Collection,2005 video games
0,Castlevania: Curse of Darkness,2005 video games
0,Castlevania: Dawn of Sorrow,2005 video games
0,Caterpillar Construction Tycoon,2005 video games
0,Chameleon (2005 video game),2005 video games
0,Champions: Return to Arms,2005 video games
0,Championship Manager 5,2005 video games
0,Charlie and the Chocolate Factory (2005 video game),2005 video games
0,Chibi-Robo! (video game),2005 video games
0,Chicken Little (video game),2005 video games
0,Chłopaki Nie Płaczą (video game),2005 video games
0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (video game)",2005 video games
0,Chuzzle,2005 video games
0,Civilization IV,2005 video games
0,Classified: The Sentinel Crisis,2005 video games
0,Close Combat: First to Fight,2005 video games
0,Cloud (video game),2005 video games
0,Club Penguin,2005 video games
0,Clubhouse Games,2005 video games
0,Cluedo DVD Game,2005 video games
0,Code Age Brawls,2005 video games
0,Code Age Commanders,2005 video games
0,Coded Arms,2005 video games
0,Coffee Tycoon,2005 video games
0,Cold Fear,2005 video games
0,Cold War (video game),2005 video games
0,Cold Winter,2005 video games
0,College Hoops 2K6,2005 video games
0,Colosseum: Road to Freedom,2005 video games
0,Combat Elite: WWII Paratroopers,2005 video games
0,The Con (video game),2005 video games
0,Condemned: Criminal Origins,2005 video games
0,Conflict: Global Terror,2005 video games
0,Conker: Live & Reloaded,2005 video games
0,Constantine (video game),2005 video games
0,Cossacks II: Napoleonic Wars,2005 video games
0,Cowboy Bebop: Tsuioku no Serenade,2005 video games
0,Crash Tag Team Racing,2005 video games
0,Crazy Frog Racer,2005 video games
0,Crazy Machines,2005 video games
0,Crime Life: Gang Wars,2005 video games
0,Cross Racing Championship 2005,2005 video games
0,Cuban Missile Crisis: The Aftermath,2005 video games
0,Cute Knight,2005 video games
0,Daemonica,2005 video games
0,Dance Dance Revolution Extreme 2,2005 video games
0,Dance Dance Revolution Ultramix 3,2005 video games
0,Dance Dance Revolution: Mario Mix,2005 video games
0,Dancing Stage Max,2005 video games
0,Dangerous Waters (video game),2005 video games
0,Danny Phantom: The Ultimate Enemy,2005 video games
0,Darkwatch,2005 video games
0,Darwinia (video game),2005 video games
0,Dawn of Magic,2005 video games
0,Day of Defeat: Source,2005 video games
0,Days of Memories,2005 video games
0,Dead or Alive 4,2005 video games
0,Dead to Rights II,2005 video games
0,Dead to Rights: Reckoning,2005 video games
0,Death by Degrees,2005 video games
0,Death Jr.,2005 video games
0,DECO Online,2005 video games
0,Delta Force: Xtreme,2005 video games
0,Democracy (video game),2005 video games
0,Demon Chaos,2005 video games
0,Destroy All Humans! (2005 video game),2005 video games
0,Devil Kings,2005 video games
0,Devil May Cry 3: Dante's Awakening,2005 video games
0,Devilish: Ball Bounder,2005 video games
0,Dig Dug: Digging Strike,2005 video games
0,Digimon World 4,2005 video games
0,Dino Master,2005 video games
0,Dinosaur King,2005 video games
0,Disney's Herbie: Fully Loaded,2005 video games
0,DJMax Mobile,2005 video games
0,DK King of Swing,2005 video games
0,Dofus,2005 video games
0,Domination (video game),2005 video games
0,Donkey Kong Country 3: Dixie Kong's Double Trouble!,2005 video games
0,Doom 3: Resurrection of Evil,2005 video games
0,Doom RPG,2005 video games
0,Dora the Explorer: Journey to the Purple Planet,2005 video games
0,Down in Flames (video game),2005 video games
0,Dragon Ball GT: Transformation,2005 video games
0,Dragon Ball Z: Budokai Tenkaichi,2005 video games
0,Dragon Ball Z: Sagas,2005 video games
0,Dragon Ball Z: Supersonic Warriors,2005 video games
0,Dragon Quest Heroes: Rocket Slime,2005 video games
0,Drakengard 2,2005 video games
0,Dream of Mirror Online,2005 video games
0,Drill Dozer,2005 video games
0,Driver: Vegas,2005 video games
0,DT Racer,2005 video games
0,Dungeon Fighter Online,2005 video games
0,Dungeon Lords (video game),2005 video games
0,Dungeon Siege II,2005 video games
0,Dungeons & Dragons: Dragonshard,2005 video games
0,Dynasty Warriors 5,2005 video games
0,Dynasty Warriors Advance,2005 video games
0,Earth 2160,2005 video games
0,Eccky,2005 video games
0,Echo: Secrets of the Lost Cavern,2005 video games
0,"Ed, Edd n Eddy: The Mis-Edventures",2005 video games
0,Electroplankton,2005 video games
0,Elemental Gelade,2005 video games
0,Elite Warriors: Vietnam,2005 video games
0,Emergency 3: Mission Life,2005 video games
0,Emil Chronicle Online,2005 video games
0,Empire Earth II,2005 video games
0,Empire Earth Mobile,2005 video games
0,Enthusia Professional Racing,2005 video games
0,Espgaluda II,2005 video games
0,Europa Barbarorum,2005 video games
0,EverQuest II,2005 video games
0,Every Party,2005 video games
0,Evil Dead: Regeneration,2005 video games
0,Evochron Alliance,2005 video games
0,Exit (video game),2005 video games
0,EyeToy: Kinetic,2005 video games
0,EyeToy: Operation Spy,2005 video games
0,EyeToy: Play 3,2005 video games
0,F1 Grand Prix (2005 video game),2005 video games
0,Façade (video game),2005 video games
0,Fahrenheit (2005 video game),2005 video games
0,Falcon 4.0: Allied Force,2005 video games
0,Fantastic Four (2005 video game),2005 video games
0,Far Cry Instincts,2005 video games
0,FASTT Math,2005 video games
0,Fatal Frame III: The Tormented,2005 video games
0,Fate (video game),2005 video games
0,Fate/hollow ataraxia,2005 video games
0,F.E.A.R. (video game),2005 video games
0,FIFA 06,2005 video games
0,FIFA 06: Road to FIFA World Cup,2005 video games
0,FIFA Street (2005 video game),2005 video games
0,Fight Night Round 2,2005 video games
0,Final Fantasy VII (NES video game),2005 video games
0,Fire Emblem: Path of Radiance,2005 video games
0,Fire Pro Wrestling Returns,2005 video games
0,Fired Up (video game),2005 video games
0,Fist of the North Star (2005 video game),2005 video games
0,Flatspace,2005 video games
0,Flyff,2005 video games
0,Food Force,2005 video games
0,Football Manager 2006,2005 video games
0,Ford Mustang: The Legend Lives,2005 video games
0,Ford Racing 3,2005 video games
0,Ford Supercar Challenge,2005 video games
0,Ford vs. Chevy,2005 video games
0,Formula One 05,2005 video games
0,Forza Motorsport,2005 video games
0,Frantix,2005 video games
0,Freedom Force vs the 3rd Reich,2005 video games
0,Fresco Wizard,2005 video games
0,Friends: The One with All the Trivia,2005 video games
0,Frogger: Ancient Shadow,2005 video games
0,Frogger: Helmet Chaos,2005 video games
0,From Russia with Love (video game),2005 video games
0,Front Mission 2089,2005 video games
0,Front Mission 5: Scars of the War,2005 video games
0,Front Mission: Online,2005 video games
0,Fu-un Bakumatsu-den,2005 video games
0,Fullmetal Alchemist 3: Kami o Tsugu Shōjo,2005 video games
0,Fullmetal Alchemist: Dual Sympathy,2005 video games
0,Futakoi Alternative,2005 video games
0,Gaelic Games: Football,2005 video games
0,Gakuen Heaven,2005 video games
0,The Game of Life/Yahtzee/Payday,2005 video games
0,Ganbare Goemon: Tōkai Dōchū Ōedo Tengu ri Kaeshi no Maki,2005 video games
0,Garōden,2005 video games
0,Gary Grigsby's World at War,2005 video games
0,Gauntlet: Seven Sorrows,2005 video games
0,Geist (video game),2005 video games
0,Geneforge 3,2005 video games
0,Generation of Chaos,2005 video games
0,Geniu$: The Tech Tycoon Game,2005 video games
0,Genji: Dawn of the Samurai,2005 video games
0,Ghost in the Shell: Stand Alone Complex (2005 video game),2005 video games
0,Ghost Online,2005 video games
0,Tom Clancy's Ghost Recon 2: Summit Strike,2005 video games
0,Gift (visual novel),2005 video games
0,Giga Wing Generations,2005 video games
0,Girls Bravo,2005 video games
0,Glimmerati,2005 video games
0,Global Defence Force,2005 video games
0,Go! Sudoku,2005 video games
0,God of War (2005 video game),2005 video games
0,Golden Nugget Casino DS,2005 video games
0,GoldenEye: Source,2005 video games
0,GooBall,2005 video games
0,Grand Theft Auto: Liberty City Stories,2005 video games
0,Grandia III,2005 video games
0,Greg Hastings Tournament Paintball MAX'D,2005 video games
0,Gretzky NHL 2006,2005 video games
0,GridWars,2005 video games
0,GripShift,2005 video games
0,GT Legends,2005 video games
0,GTR - FIA GT Racing Game,2005 video games
0,Guild Wars (video game),2005 video games
0,Guilty Gear X2 updated versions,2005 video games
0,Guitar Hero (video game),2005 video games
0,Gun (video game),2005 video games
0,Gunbound,2005 video games
0,Gundam Battle,2005 video games
0,Gunstar Super Heroes,2005 video games
0,Half-Life 2: Capture the Flag,2005 video games
0,Half-Life 2: Lost Coast,2005 video games
0,Hammer & Sickle,2005 video games
0,Happiness! (visual novel),2005 video games
0,Hard Truck Apocalypse,2005 video games
0,Harry Potter and the Goblet of Fire (video game),2005 video games
0,Harukanaru Toki no Naka de 3,2005 video games
0,Haruka: Beyond the Stream of Time (manga),2005 video games
0,Harvest Moon DS,2005 video games
0,Harvest Moon: Magical Melody,2005 video games
0,Haunting Ground,2005 video games
0,Hauntings of Mystery Manor,2005 video games
0,He-Man: Defender of Grayskull,2005 video games
0,Hearts of Iron II,2005 video games
0,Heavy Metal Thunder (video game),2005 video games
0,Heavy Weapon,2005 video games
0,Hello Kitty: Roller Rescue,2005 video games
0,Heroes of the Pacific,2005 video games
0,The Hidden (video game),2005 video games
0,Higanjima,2005 video games
0,High Seize,2005 video games
0,Hockey Rage 2005,2005 video games
0,Homeland (video game),2005 video games
0,The House of the Dead 4,2005 video games
0,Howrse,2005 video games
0,Hoyle Puzzle Games 2005,2005 video games
0,Human Age,2005 video games
0,Ibara (video game),2005 video games
0,Ice Nine (video game),2005 video games
0,The Idolmaster (video game),2005 video games
0,Ikusagami,2005 video games
0,Imperial Glory,2005 video games
0,Imperivm: Great Battles of Rome,2005 video games
0,In the Groove (video game),2005 video games
0,In the Groove 2,2005 video games
0,The Incredible Hulk: Ultimate Destruction,2005 video games
0,The Incredibles: Rise of the Underminer,2005 video games
0,Infected (video game),2005 video games
0,Inuyasha: Feudal Combat,2005 video games
0,Jackie Chan J-Mat Fitness,2005 video games
0,Jade Dynasty (video game),2005 video games
0,Jade Empire,2005 video games
0,Jak X: Combat Racing,2005 video games
0,Jingai Makyō,2005 video games
0,Juiced (video game),2005 video games
0,Juka and the Monophonic Menace,2005 video games
0,Jump Super Stars,2005 video games
0,Kameo,2005 video games
0,Kao Challengers,2005 video games
0,Kidou Senshi Gundam Seed: Rengou vs. Z.A.F.T.,2005 video games
0,Killer7,2005 video games
0,Killing Floor (video game),2005 video games
0,King Kong (2005 video game),2005 video games
0,The King of Fighters XI,2005 video games
0,Kingdom Hearts II,2005 video games
0,Kingdom of Paradise,2005 video games
0,Kingdom Under Fire: Heroes,2005 video games
0,Kino's Journey,2005 video games
0,Kirby: Canvas Curse,2005 video games
0,Knights of the Temple II,2005 video games
0,Kumoon,2005 video games
0,Kusari,2005 video games
0,L.A. Rush,2005 video games
0,La-Mulana,2005 video games
0,Land of the Dead: Road to Fiddler's Green,2005 video games
0,Law & Order: Criminal Intent (video game),2005 video games
0,Legend of Kay,2005 video games
0,Legion Arena,2005 video games
0,Lego Star Wars: The Video Game,2005 video games
0,LifeSigns: Surgical Unit,2005 video games
0,The Lord of the Rings: Tactics,2005 video games
0,Lost in Blue,2005 video games
0,Lovely Idol,2005 video games
0,Lucky Star Moe Drill,2005 video games
0,Lugaru,2005 video games
0,Lula 3D,2005 video games
0,Lunar: Dragon Song,2005 video games
0,Luxor (video game),2005 video games
0,Madagascar (video game),2005 video games
0,Madagascar: Operation Penguin,2005 video games
0,Madden NFL 06,2005 video games
0,Magic Stones,2005 video games
0,Major League Baseball 2K5,2005 video games
0,Makai Kingdom: Chronicles of the Sacred Tome,2005 video games
0,Mall of America Tycoon,2005 video games
0,Manchester United (video game series),2005 video games
0,Manhattan Chase,2005 video games
0,Mario & Luigi: Partners in Time,2005 video games
0,Mario Kart Arcade GP,2005 video games
0,Mario Kart DS,2005 video games
0,Mario Party 7,2005 video games
0,Mario Party Advance,2005 video games
0,Mario Superstar Baseball,2005 video games
0,Mario Tennis: Power Tour,2005 video games
0,Mars Daybreak,2005 video games
0,Martin Mystère: Operation Dorian Gray,2005 video games
0,Marvel Nemesis: Rise of the Imperfects,2005 video games
0,Massive Snowboarding,2005 video games
0,The Matrix Online,2005 video games
0,The Matrix: Path of Neo,2005 video games
0,Me & My Katamari,2005 video games
0,Medal of Honor: European Assault,2005 video games
0,Medieval Kings Chess II,2005 video games
0,MediEvil: Resurrection,2005 video games
0,Mega Man Battle Network 6,2005 video games
0,Mega Man Zero 4,2005 video games
0,Memories Off 5: Togireta Film,2005 video games
0,Memories Off After Rain,2005 video games
0,Mercenaries: Playground of Destruction,2005 video games
0,Metal Gear Acid 2,2005 video games
0,Metal Saga,2005 video games
0,Meteos,2005 video games
0,Metroid Prime Pinball,2005 video games
0,Midnight Bowling,2005 video games
0,Midnight Club 3: Dub Edition,2005 video games
0,Midnight Pool,2005 video games
0,Midway Arcade Treasures 3,2005 video games
0,Midway Arcade Treasures: Extended Play,2005 video games
0,Mile High Pinball,2005 video games
0,Minerva (video game),2005 video games
0,Mini Desktop Racing,2005 video games
0,MiniMonos,2005 video games
0,Minions of Mirth,2005 video games
0,Mob Enforcer,2005 video games
0,Monster Hunter Freedom,2005 video games
0,Monster Rancher EVO,2005 video games
